atm_id,day,time_slot,crowd_level
ATM_5,Sat,Evening,High
ATM_14,Fri,Evening,High
ATM_42,Tue,Afternoon,Low
ATM_36,Fri,Afternoon,Low
ATM_37,Sat,Night,Medium
ATM_45,Sat,Afternoon,High
ATM_37,Wed,Afternoon,Low
ATM_5,Mon,Night,Low
ATM_31,Wed,Evening,High
ATM_35,Sat,Night,Medium
ATM_29,Fri,Morning,Medium
ATM_36,Thu,Night,Low
ATM_45,Mon,Afternoon,Low
ATM_41,Sat,Evening,High
ATM_22,Fri,Evening,High
ATM_19,Sun,Afternoon,High
ATM_26,Wed,Evening,High
ATM_21,Fri,Night,Low
ATM_33,Mon,Morning,Medium
ATM_33,Wed,Evening,High
ATM_38,Mon,Afternoon,Low
ATM_46,Wed,Night,Low
ATM_9,Tue,Morning,Medium
ATM_3,Tue,Afternoon,Low
ATM_23,Sun,Evening,High
ATM_13,Tue,Morning,Medium
ATM_6,Wed,Morning,Medium
ATM_16,Sat,Morning,Medium
ATM_33,Sun,Morning,Medium
ATM_23,Mon,Evening,High
ATM_20,Sun,Night,Medium
ATM_49,Wed,Night,Low
ATM_26,Tue,Night,Low
ATM_20,Sun,Morning,Medium
ATM_40,Wed,Afternoon,Low
ATM_16,Wed,Morning,Medium
ATM_46,Mon,Evening,High
ATM_8,Wed,Morning,Medium
ATM_33,Sun,Night,Medium
ATM_44,Wed,Evening,High
ATM_13,Sun,Evening,High
ATM_13,Wed,Afternoon,Low
ATM_44,Mon,Morning,Medium
ATM_30,Sun,Afternoon,High
ATM_15,Thu,Afternoon,Low
ATM_33,Wed,Afternoon,Low
ATM_4,Thu,Evening,High
ATM_50,Mon,Morning,Medium
ATM_38,Sun,Afternoon,High
ATM_11,Sat,Afternoon,High
ATM_46,Thu,Night,Low
ATM_24,Mon,Afternoon,Low
ATM_22,Mon,Evening,High
ATM_10,Sat,Night,Medium
ATM_28,Sat,Evening,High
ATM_20,Sat,Night,Medium
ATM_24,Wed,Night,Low
ATM_24,Sun,Night,Medium
ATM_13,Tue,Morning,Medium
ATM_25,Wed,Afternoon,Low
ATM_8,Thu,Morning,Medium
ATM_3,Sat,Night,Medium
ATM_7,Sat,Night,Medium
ATM_9,Wed,Morning,Medium
ATM_7,Mon,Evening,High
ATM_12,Mon,Evening,High
ATM_26,Fri,Night,Low
ATM_16,Mon,Night,Low
ATM_32,Sun,Evening,High
ATM_14,Mon,Evening,High
ATM_10,Wed,Night,Low
ATM_6,Mon,Morning,Medium
ATM_40,Tue,Morning,Medium
ATM_16,Mon,Evening,High
ATM_16,Tue,Morning,Medium
ATM_39,Wed,Evening,High
ATM_17,Mon,Morning,Medium
ATM_42,Wed,Night,Low
ATM_17,Tue,Morning,Medium
ATM_12,Tue,Evening,High
ATM_42,Thu,Morning,Medium
ATM_40,Fri,Evening,High
ATM_10,Fri,Night,Low
ATM_50,Sat,Evening,High
ATM_4,Fri,Afternoon,Low
ATM_46,Wed,Afternoon,Low
ATM_45,Sun,Morning,Medium
ATM_18,Fri,Evening,High
ATM_38,Sun,Morning,Medium
ATM_24,Sun,Night,Medium
ATM_29,Thu,Night,Low
ATM_49,Wed,Night,Low
ATM_31,Sun,Evening,High
ATM_44,Wed,Morning,Medium
ATM_45,Mon,Evening,High
ATM_43,Sun,Night,Medium
ATM_9,Fri,Morning,Medium
ATM_16,Fri,Afternoon,Low
ATM_44,Mon,Evening,High
ATM_48,Sat,Afternoon,High
ATM_28,Sat,Evening,High
ATM_7,Wed,Evening,High
ATM_48,Tue,Evening,High
ATM_13,Mon,Evening,High
ATM_26,Fri,Evening,High
ATM_39,Wed,Afternoon,Low
ATM_23,Thu,Evening,High
ATM_42,Wed,Evening,High
ATM_26,Wed,Morning,Medium
ATM_42,Sun,Morning,Medium
ATM_46,Tue,Night,Low
ATM_42,Sat,Night,Medium
ATM_10,Sun,Afternoon,High
ATM_16,Tue,Afternoon,Low
ATM_34,Sun,Morning,Medium
ATM_15,Sun,Morning,Medium
ATM_22,Mon,Morning,Medium
ATM_12,Sat,Afternoon,High
ATM_4,Fri,Afternoon,Low
ATM_37,Sun,Afternoon,High
ATM_36,Thu,Night,Low
ATM_1,Tue,Morning,Medium
ATM_25,Sat,Morning,Medium
ATM_14,Sun,Afternoon,High
ATM_1,Thu,Afternoon,Low
ATM_29,Wed,Morning,Medium
ATM_42,Sun,Morning,Medium
ATM_22,Thu,Afternoon,Low
ATM_17,Wed,Night,Low
ATM_17,Mon,Night,Low
ATM_5,Wed,Afternoon,Low
ATM_33,Tue,Morning,Medium
ATM_8,Wed,Morning,Medium
ATM_35,Thu,Night,Low
ATM_8,Sat,Morning,Medium
ATM_48,Thu,Evening,High
ATM_15,Wed,Evening,High
ATM_24,Wed,Afternoon,Low
ATM_43,Tue,Afternoon,Low
ATM_18,Wed,Morning,Medium
ATM_37,Mon,Night,Low
ATM_34,Sat,Morning,Medium
ATM_32,Thu,Morning,Medium
ATM_48,Fri,Evening,High
ATM_29,Sat,Morning,Medium
ATM_44,Fri,Morning,Medium
ATM_7,Tue,Night,Low
ATM_1,Thu,Morning,Medium
ATM_28,Tue,Evening,High
ATM_21,Sun,Night,Medium
ATM_32,Thu,Night,Low
ATM_46,Wed,Afternoon,Low
ATM_7,Thu,Afternoon,Low
ATM_43,Fri,Afternoon,Low
ATM_9,Wed,Morning,Medium
ATM_49,Wed,Afternoon,Low
ATM_50,Fri,Morning,Medium
ATM_29,Tue,Evening,High
ATM_34,Sun,Afternoon,High
ATM_38,Tue,Morning,Medium
ATM_11,Sat,Evening,High
ATM_43,Thu,Afternoon,Low
ATM_48,Thu,Afternoon,Low
ATM_40,Sun,Afternoon,High
ATM_38,Wed,Evening,High
ATM_42,Sat,Night,Medium
ATM_50,Sun,Evening,High
ATM_35,Thu,Evening,High
ATM_29,Fri,Afternoon,Low
ATM_45,Tue,Evening,High
ATM_27,Fri,Evening,High
ATM_7,Sat,Afternoon,High
ATM_42,Wed,Morning,Medium
ATM_33,Mon,Afternoon,Low
ATM_41,Mon,Evening,High
ATM_32,Sat,Evening,High
ATM_22,Sun,Afternoon,High
ATM_42,Thu,Morning,Medium
ATM_33,Tue,Afternoon,Low
ATM_8,Tue,Morning,Medium
ATM_6,Thu,Evening,High
ATM_36,Tue,Morning,Medium
ATM_5,Wed,Morning,Medium
ATM_20,Sat,Morning,Medium
ATM_35,Sat,Afternoon,High
ATM_48,Sun,Morning,Medium
ATM_36,Mon,Morning,Medium
ATM_1,Tue,Morning,Medium
ATM_33,Wed,Night,Low
ATM_22,Sat,Night,Medium
ATM_41,Mon,Night,Low
ATM_1,Thu,Night,Low
ATM_40,Fri,Morning,Medium
ATM_8,Sun,Afternoon,High
ATM_41,Sun,Night,Medium
ATM_31,Wed,Evening,High
ATM_10,Mon,Morning,Medium
ATM_12,Fri,Morning,Medium
ATM_8,Thu,Afternoon,Low
ATM_34,Sat,Morning,Medium
ATM_3,Wed,Morning,Medium
ATM_11,Mon,Morning,Medium
ATM_44,Sat,Night,Medium
ATM_22,Mon,Night,Low
ATM_21,Tue,Night,Low
ATM_4,Sat,Night,Medium
ATM_40,Thu,Night,Low
ATM_29,Tue,Night,Low
ATM_35,Sun,Evening,High
ATM_18,Thu,Evening,High
ATM_36,Fri,Evening,High
ATM_9,Mon,Evening,High
ATM_39,Tue,Evening,High
ATM_48,Mon,Evening,High
ATM_11,Thu,Afternoon,Low
ATM_16,Tue,Evening,High
ATM_37,Fri,Evening,High
ATM_40,Mon,Morning,Medium
ATM_28,Sat,Night,Medium
ATM_42,Wed,Night,Low
ATM_39,Wed,Evening,High
ATM_19,Sat,Afternoon,High
ATM_10,Sat,Evening,High
ATM_45,Wed,Evening,High
ATM_50,Wed,Morning,Medium
ATM_14,Sat,Evening,High
ATM_45,Tue,Morning,Medium
ATM_31,Mon,Morning,Medium
ATM_32,Sun,Evening,High
ATM_15,Wed,Evening,High
ATM_36,Thu,Evening,High
ATM_41,Wed,Night,Low
ATM_28,Tue,Evening,High
ATM_31,Tue,Afternoon,Low
ATM_28,Wed,Morning,Medium
ATM_29,Tue,Night,Low
ATM_9,Mon,Night,Low
ATM_45,Tue,Night,Low
ATM_25,Sun,Afternoon,High
ATM_24,Tue,Night,Low
ATM_47,Thu,Morning,Medium
ATM_16,Mon,Morning,Medium
ATM_43,Wed,Afternoon,Low
ATM_43,Sun,Afternoon,High
ATM_43,Sun,Night,Medium
ATM_12,Sat,Evening,High
ATM_5,Sat,Night,Medium
ATM_2,Mon,Afternoon,Low
ATM_21,Tue,Evening,High
ATM_4,Fri,Night,Low
ATM_24,Sun,Morning,Medium
ATM_39,Sat,Evening,High
ATM_3,Fri,Night,Low
ATM_14,Thu,Morning,Medium
ATM_42,Sun,Night,Medium
ATM_48,Sun,Night,Medium
ATM_8,Sat,Night,Medium
ATM_50,Wed,Night,Low
ATM_1,Sat,Evening,High
ATM_46,Fri,Morning,Medium
ATM_41,Tue,Evening,High
ATM_25,Tue,Evening,High
ATM_48,Tue,Night,Low
ATM_40,Mon,Morning,Medium
ATM_24,Tue,Afternoon,Low
ATM_15,Wed,Morning,Medium
ATM_32,Sun,Morning,Medium
ATM_4,Wed,Evening,High
ATM_19,Thu,Night,Low
ATM_24,Wed,Evening,High
ATM_34,Tue,Morning,Medium
ATM_50,Wed,Night,Low
ATM_33,Sat,Morning,Medium
ATM_2,Mon,Morning,Medium
ATM_19,Sat,Evening,High
ATM_24,Thu,Night,Low
ATM_28,Tue,Night,Low
ATM_14,Fri,Morning,Medium
ATM_8,Fri,Afternoon,Low
ATM_44,Wed,Morning,Medium
ATM_48,Thu,Morning,Medium
ATM_6,Sat,Morning,Medium
ATM_27,Sun,Morning,Medium
ATM_7,Wed,Night,Low
ATM_23,Mon,Night,Low
ATM_31,Sun,Morning,Medium
ATM_38,Mon,Afternoon,Low
ATM_50,Sun,Night,Medium
ATM_21,Mon,Morning,Medium
ATM_5,Mon,Afternoon,Low
ATM_31,Sat,Afternoon,High
ATM_33,Sun,Night,Medium
ATM_7,Wed,Morning,Medium
ATM_34,Sun,Evening,High
ATM_50,Sat,Morning,Medium
ATM_16,Mon,Night,Low
ATM_39,Thu,Evening,High
ATM_26,Thu,Night,Low
ATM_39,Mon,Night,Low
ATM_7,Sat,Morning,Medium
ATM_1,Fri,Evening,High
ATM_8,Sat,Evening,High
ATM_15,Wed,Afternoon,Low
ATM_39,Fri,Evening,High
ATM_18,Wed,Evening,High
ATM_31,Sun,Morning,Medium
ATM_24,Wed,Evening,High
ATM_41,Fri,Night,Low
ATM_48,Tue,Afternoon,Low
ATM_3,Wed,Afternoon,Low
ATM_28,Sun,Morning,Medium
ATM_9,Thu,Morning,Medium
ATM_26,Tue,Evening,High
ATM_14,Sat,Night,Medium
ATM_10,Thu,Afternoon,Low
ATM_31,Wed,Night,Low
ATM_41,Thu,Evening,High
ATM_10,Sun,Evening,High
ATM_40,Mon,Night,Low
ATM_17,Mon,Evening,High
ATM_27,Sun,Evening,High
ATM_17,Mon,Morning,Medium
ATM_13,Thu,Evening,High
ATM_27,Sat,Morning,Medium
ATM_7,Sat,Night,Medium
ATM_24,Tue,Afternoon,Low
ATM_14,Tue,Evening,High
ATM_24,Fri,Night,Low
ATM_32,Fri,Afternoon,Low
ATM_42,Mon,Night,Low
ATM_48,Fri,Evening,High
ATM_11,Sun,Afternoon,High
ATM_10,Mon,Night,Low
ATM_43,Tue,Evening,High
ATM_19,Sun,Morning,Medium
ATM_18,Fri,Morning,Medium
ATM_36,Thu,Morning,Medium
ATM_40,Sat,Afternoon,High
ATM_26,Sun,Evening,High
ATM_21,Sun,Evening,High
ATM_49,Thu,Evening,High
ATM_30,Tue,Morning,Medium
ATM_20,Fri,Evening,High
ATM_37,Sun,Afternoon,High
ATM_50,Fri,Afternoon,Low
ATM_22,Tue,Evening,High
ATM_43,Tue,Afternoon,Low
ATM_44,Sun,Evening,High
ATM_44,Fri,Morning,Medium
ATM_2,Wed,Morning,Medium
ATM_8,Mon,Evening,High
ATM_50,Fri,Evening,High
ATM_27,Mon,Night,Low
ATM_42,Fri,Morning,Medium
ATM_6,Fri,Afternoon,Low
ATM_35,Thu,Morning,Medium
ATM_41,Sun,Afternoon,High
ATM_49,Sat,Afternoon,High
ATM_23,Sat,Morning,Medium
ATM_2,Fri,Night,Low
ATM_44,Fri,Evening,High
ATM_47,Wed,Evening,High
ATM_23,Sun,Evening,High
ATM_5,Fri,Night,Low
ATM_49,Tue,Night,Low
ATM_32,Sat,Morning,Medium
ATM_37,Thu,Afternoon,Low
ATM_17,Mon,Morning,Medium
ATM_22,Fri,Afternoon,Low
ATM_22,Tue,Evening,High
ATM_13,Tue,Night,Low
ATM_35,Thu,Afternoon,Low
ATM_19,Tue,Evening,High
ATM_3,Sun,Night,Medium
ATM_4,Mon,Night,Low
ATM_10,Mon,Night,Low
ATM_23,Thu,Night,Low
ATM_32,Wed,Night,Low
ATM_14,Tue,Afternoon,Low
ATM_13,Sun,Night,Medium
ATM_42,Mon,Morning,Medium
ATM_41,Sat,Night,Medium
ATM_44,Fri,Afternoon,Low
ATM_6,Mon,Morning,Medium
ATM_34,Wed,Afternoon,Low
ATM_17,Sun,Night,Medium
ATM_7,Wed,Evening,High
ATM_2,Wed,Evening,High
ATM_27,Mon,Morning,Medium
ATM_50,Wed,Evening,High
ATM_4,Sat,Morning,Medium
ATM_20,Tue,Morning,Medium
ATM_10,Wed,Night,Low
ATM_38,Fri,Morning,Medium
ATM_33,Thu,Evening,High
ATM_22,Fri,Evening,High
ATM_21,Wed,Night,Low
ATM_24,Tue,Night,Low
ATM_39,Tue,Morning,Medium
ATM_28,Fri,Morning,Medium
ATM_34,Tue,Night,Low
ATM_35,Thu,Morning,Medium
ATM_27,Sun,Afternoon,High
ATM_26,Mon,Night,Low
ATM_36,Thu,Morning,Medium
ATM_44,Thu,Evening,High
ATM_6,Thu,Night,Low
ATM_19,Thu,Afternoon,Low
ATM_50,Thu,Afternoon,Low
ATM_13,Fri,Evening,High
ATM_30,Wed,Morning,Medium
ATM_41,Sun,Evening,High
ATM_16,Sat,Morning,Medium
ATM_39,Thu,Morning,Medium
ATM_31,Fri,Night,Low
ATM_11,Sun,Morning,Medium
ATM_43,Mon,Morning,Medium
ATM_46,Mon,Evening,High
ATM_4,Tue,Morning,Medium
ATM_24,Tue,Morning,Medium
ATM_39,Thu,Morning,Medium
ATM_4,Tue,Evening,High
ATM_31,Thu,Evening,High
ATM_30,Tue,Evening,High
ATM_15,Tue,Evening,High
ATM_44,Mon,Afternoon,Low
ATM_5,Sat,Afternoon,High
ATM_36,Sun,Night,Medium
ATM_49,Wed,Night,Low
ATM_18,Wed,Morning,Medium
ATM_37,Thu,Morning,Medium
ATM_17,Fri,Afternoon,Low
ATM_20,Thu,Night,Low
ATM_7,Thu,Night,Low
ATM_10,Wed,Evening,High
ATM_3,Sat,Afternoon,High
ATM_15,Tue,Night,Low
ATM_28,Fri,Night,Low
ATM_46,Mon,Evening,High
ATM_50,Tue,Afternoon,Low
ATM_34,Thu,Afternoon,Low
ATM_29,Sat,Morning,Medium
ATM_34,Fri,Morning,Medium
ATM_43,Mon,Night,Low
ATM_34,Sun,Evening,High
ATM_41,Wed,Afternoon,Low
ATM_6,Sat,Morning,Medium
ATM_20,Wed,Night,Low
ATM_20,Mon,Evening,High
ATM_33,Sun,Night,Medium
ATM_23,Tue,Morning,Medium
ATM_23,Sun,Morning,Medium
ATM_30,Fri,Morning,Medium
ATM_9,Mon,Night,Low
ATM_43,Wed,Night,Low
ATM_3,Fri,Evening,High
ATM_3,Sun,Afternoon,High
ATM_5,Wed,Morning,Medium
ATM_40,Thu,Night,Low
ATM_16,Fri,Evening,High
ATM_41,Thu,Morning,Medium
ATM_17,Tue,Evening,High
ATM_21,Fri,Afternoon,Low
ATM_12,Sun,Night,Medium
ATM_45,Wed,Morning,Medium
ATM_20,Fri,Morning,Medium
ATM_32,Mon,Night,Low
ATM_2,Mon,Night,Low
ATM_13,Tue,Evening,High
ATM_35,Mon,Afternoon,Low
ATM_24,Tue,Night,Low
ATM_11,Sat,Night,Medium
ATM_2,Mon,Night,Low
ATM_20,Mon,Evening,High
ATM_37,Sun,Night,Medium
ATM_10,Tue,Afternoon,Low
ATM_44,Tue,Night,Low
ATM_34,Sun,Evening,High
ATM_38,Wed,Night,Low
ATM_43,Sat,Night,Medium
ATM_19,Tue,Morning,Medium
ATM_15,Wed,Evening,High
ATM_5,Fri,Night,Low
ATM_42,Mon,Evening,High
ATM_38,Fri,Night,Low
ATM_15,Wed,Night,Low
ATM_1,Sun,Evening,High
ATM_11,Fri,Evening,High
ATM_22,Fri,Afternoon,Low
ATM_21,Mon,Evening,High
ATM_41,Thu,Night,Low
ATM_43,Sun,Evening,High
ATM_37,Sat,Morning,Medium
ATM_7,Thu,Afternoon,Low
ATM_37,Wed,Morning,Medium
ATM_8,Sat,Afternoon,High
ATM_33,Wed,Evening,High
ATM_13,Tue,Morning,Medium
ATM_33,Wed,Morning,Medium
ATM_25,Wed,Afternoon,Low
ATM_9,Wed,Night,Low
ATM_49,Tue,Night,Low
ATM_11,Sat,Afternoon,High
ATM_27,Mon,Night,Low
ATM_13,Mon,Night,Low
ATM_15,Mon,Morning,Medium
ATM_35,Mon,Evening,High
ATM_39,Mon,Afternoon,Low
ATM_7,Thu,Afternoon,Low
ATM_24,Thu,Night,Low
ATM_36,Thu,Afternoon,Low
ATM_38,Mon,Evening,High
ATM_24,Tue,Night,Low
ATM_49,Sat,Evening,High
ATM_22,Sun,Night,Medium
ATM_18,Sat,Morning,Medium
ATM_31,Sun,Morning,Medium
ATM_6,Sat,Morning,Medium
ATM_8,Mon,Afternoon,Low
ATM_15,Sun,Morning,Medium
ATM_39,Sat,Afternoon,High
ATM_42,Mon,Morning,Medium
ATM_25,Thu,Afternoon,Low
ATM_16,Mon,Evening,High
ATM_32,Thu,Morning,Medium
ATM_12,Mon,Night,Low
ATM_11,Sat,Evening,High
ATM_30,Fri,Evening,High
ATM_12,Thu,Night,Low
ATM_23,Sat,Night,Medium
ATM_23,Tue,Night,Low
ATM_13,Wed,Evening,High
ATM_48,Tue,Morning,Medium
ATM_31,Thu,Morning,Medium
ATM_16,Wed,Morning,Medium
ATM_15,Fri,Morning,Medium
ATM_33,Fri,Morning,Medium
ATM_27,Mon,Evening,High
ATM_33,Thu,Afternoon,Low
ATM_30,Sun,Morning,Medium
ATM_15,Thu,Afternoon,Low
ATM_46,Sun,Morning,Medium
ATM_7,Mon,Morning,Medium
ATM_3,Fri,Night,Low
ATM_27,Sun,Morning,Medium
ATM_19,Mon,Evening,High
ATM_14,Tue,Evening,High
ATM_12,Wed,Afternoon,Low
ATM_20,Sun,Morning,Medium
ATM_38,Sun,Morning,Medium
ATM_9,Tue,Evening,High
ATM_28,Sun,Afternoon,High
ATM_43,Sun,Afternoon,High
ATM_24,Thu,Evening,High
ATM_4,Sat,Morning,Medium
ATM_45,Mon,Morning,Medium
ATM_26,Tue,Night,Low
ATM_42,Fri,Night,Low
ATM_40,Sun,Night,Medium
ATM_49,Fri,Night,Low
ATM_37,Tue,Morning,Medium
ATM_26,Mon,Evening,High
ATM_11,Thu,Morning,Medium
ATM_1,Sat,Morning,Medium
ATM_19,Sat,Afternoon,High
ATM_47,Sun,Evening,High
ATM_21,Fri,Morning,Medium
ATM_10,Sat,Afternoon,High
ATM_28,Fri,Afternoon,Low
ATM_5,Sun,Morning,Medium
ATM_9,Sun,Afternoon,High
ATM_26,Mon,Evening,High
ATM_2,Sun,Afternoon,High
ATM_29,Thu,Morning,Medium
ATM_38,Mon,Evening,High
ATM_24,Wed,Evening,High
ATM_13,Sat,Night,Medium
ATM_47,Thu,Evening,High
ATM_11,Sat,Morning,Medium
ATM_13,Sun,Afternoon,High
ATM_20,Thu,Night,Low
ATM_5,Sat,Afternoon,High
ATM_41,Wed,Afternoon,Low
ATM_3,Fri,Afternoon,Low
ATM_43,Fri,Afternoon,Low
ATM_13,Thu,Night,Low
ATM_50,Sun,Afternoon,High
ATM_1,Sun,Afternoon,High
ATM_22,Mon,Night,Low
ATM_49,Wed,Afternoon,Low
ATM_39,Fri,Night,Low
ATM_48,Thu,Night,Low
ATM_11,Thu,Afternoon,Low
ATM_33,Wed,Afternoon,Low
ATM_4,Thu,Afternoon,Low
ATM_4,Sat,Morning,Medium
ATM_3,Tue,Afternoon,Low
ATM_33,Thu,Afternoon,Low
ATM_6,Tue,Evening,High
ATM_22,Fri,Afternoon,Low
ATM_20,Tue,Evening,High
ATM_24,Wed,Morning,Medium
ATM_33,Sun,Evening,High
ATM_1,Sun,Night,Medium
ATM_23,Thu,Evening,High
ATM_13,Tue,Morning,Medium
ATM_9,Wed,Afternoon,Low
ATM_8,Tue,Night,Low
ATM_37,Wed,Morning,Medium
ATM_19,Mon,Afternoon,Low
ATM_32,Sun,Morning,Medium
ATM_10,Thu,Night,Low
ATM_8,Sat,Morning,Medium
ATM_45,Tue,Afternoon,Low
ATM_14,Tue,Night,Low
ATM_17,Tue,Morning,Medium
ATM_47,Thu,Night,Low
ATM_21,Sat,Afternoon,High
ATM_13,Tue,Night,Low
ATM_15,Tue,Afternoon,Low
ATM_29,Wed,Evening,High
ATM_22,Mon,Morning,Medium
ATM_26,Mon,Night,Low
ATM_18,Sun,Night,Medium
ATM_40,Sun,Afternoon,High
ATM_21,Sun,Morning,Medium
ATM_27,Mon,Night,Low
ATM_31,Tue,Morning,Medium
ATM_21,Tue,Night,Low
ATM_3,Fri,Afternoon,Low
ATM_42,Thu,Afternoon,Low
ATM_6,Tue,Night,Low
ATM_12,Wed,Morning,Medium
ATM_16,Wed,Afternoon,Low
ATM_47,Mon,Evening,High
ATM_14,Sat,Night,Medium
ATM_6,Tue,Afternoon,Low
ATM_30,Tue,Evening,High
ATM_4,Tue,Morning,Medium
ATM_49,Tue,Afternoon,Low
ATM_13,Tue,Afternoon,Low
ATM_9,Fri,Morning,Medium
ATM_23,Thu,Morning,Medium
ATM_3,Sun,Night,Medium
ATM_16,Tue,Evening,High
ATM_7,Sun,Afternoon,High
ATM_23,Fri,Evening,High
ATM_38,Wed,Night,Low
ATM_31,Thu,Afternoon,Low
ATM_7,Tue,Afternoon,Low
ATM_35,Thu,Afternoon,Low
ATM_44,Fri,Morning,Medium
ATM_35,Mon,Evening,High
ATM_3,Thu,Morning,Medium
ATM_11,Mon,Morning,Medium
ATM_35,Tue,Afternoon,Low
ATM_15,Fri,Afternoon,Low
ATM_11,Fri,Afternoon,Low
ATM_48,Thu,Morning,Medium
ATM_36,Sat,Night,Medium
ATM_25,Sun,Morning,Medium
ATM_46,Mon,Evening,High
ATM_3,Tue,Afternoon,Low
ATM_34,Sat,Evening,High
ATM_37,Sun,Evening,High
ATM_11,Tue,Night,Low
ATM_27,Fri,Evening,High
ATM_5,Sun,Evening,High
ATM_13,Thu,Evening,High
ATM_3,Wed,Morning,Medium
ATM_47,Tue,Afternoon,Low
ATM_44,Wed,Evening,High
ATM_14,Fri,Morning,Medium
ATM_17,Sun,Night,Medium
ATM_9,Thu,Afternoon,Low
ATM_19,Mon,Afternoon,Low
ATM_46,Thu,Morning,Medium
ATM_35,Thu,Morning,Medium
ATM_11,Thu,Morning,Medium
ATM_40,Wed,Night,Low
ATM_14,Sat,Morning,Medium
ATM_31,Tue,Evening,High
ATM_22,Sun,Evening,High
ATM_38,Tue,Evening,High
ATM_26,Sun,Evening,High
ATM_17,Tue,Evening,High
ATM_44,Sun,Night,Medium
ATM_33,Sat,Night,Medium
ATM_23,Sun,Night,Medium
ATM_16,Mon,Evening,High
ATM_45,Sat,Afternoon,High
ATM_23,Fri,Afternoon,Low
ATM_50,Tue,Afternoon,Low
ATM_34,Sat,Night,Medium
ATM_27,Mon,Evening,High
ATM_10,Sat,Morning,Medium
ATM_13,Wed,Morning,Medium
ATM_47,Mon,Afternoon,Low
ATM_35,Mon,Evening,High
ATM_10,Fri,Afternoon,Low
ATM_4,Sat,Afternoon,High
ATM_10,Thu,Evening,High
ATM_18,Fri,Morning,Medium
ATM_44,Fri,Morning,Medium
ATM_26,Fri,Night,Low
ATM_35,Sat,Evening,High
ATM_36,Tue,Evening,High
ATM_25,Tue,Afternoon,Low
ATM_13,Wed,Night,Low
ATM_26,Sun,Afternoon,High
ATM_30,Wed,Afternoon,Low
ATM_27,Fri,Night,Low
ATM_39,Tue,Afternoon,Low
ATM_29,Fri,Night,Low
ATM_31,Thu,Night,Low
ATM_35,Fri,Afternoon,Low
ATM_9,Fri,Afternoon,Low
ATM_18,Sat,Night,Medium
ATM_3,Tue,Morning,Medium
ATM_17,Tue,Night,Low
ATM_41,Fri,Evening,High
ATM_1,Mon,Afternoon,Low
ATM_16,Mon,Night,Low
ATM_32,Fri,Evening,High
ATM_16,Wed,Evening,High
ATM_49,Sat,Evening,High
ATM_22,Wed,Afternoon,Low
ATM_35,Thu,Afternoon,Low
ATM_20,Mon,Evening,High
ATM_17,Mon,Night,Low
ATM_35,Wed,Night,Low
ATM_6,Fri,Morning,Medium
ATM_47,Mon,Evening,High
ATM_5,Sat,Evening,High
ATM_25,Tue,Afternoon,Low
ATM_1,Tue,Night,Low
ATM_10,Sat,Night,Medium
ATM_41,Sat,Morning,Medium
ATM_49,Mon,Evening,High
ATM_11,Sun,Morning,Medium
ATM_5,Tue,Evening,High
ATM_48,Fri,Morning,Medium
ATM_5,Fri,Evening,High
ATM_40,Tue,Night,Low
ATM_2,Tue,Night,Low
ATM_44,Wed,Evening,High
ATM_5,Mon,Evening,High
ATM_23,Mon,Morning,Medium
ATM_35,Fri,Evening,High
ATM_42,Wed,Evening,High
ATM_42,Tue,Afternoon,Low
ATM_26,Tue,Evening,High
ATM_38,Mon,Night,Low
ATM_10,Fri,Evening,High
ATM_41,Mon,Night,Low
ATM_49,Sun,Afternoon,High
ATM_20,Wed,Evening,High
ATM_31,Sun,Night,Medium
ATM_24,Thu,Afternoon,Low
ATM_30,Mon,Morning,Medium
ATM_5,Sat,Night,Medium
ATM_8,Thu,Morning,Medium
ATM_26,Wed,Afternoon,Low
ATM_12,Sat,Night,Medium
ATM_32,Sat,Night,Medium
ATM_43,Sun,Night,Medium
ATM_30,Thu,Evening,High
ATM_28,Fri,Night,Low
ATM_16,Thu,Evening,High
ATM_22,Mon,Night,Low
ATM_18,Tue,Morning,Medium
ATM_15,Thu,Night,Low
ATM_2,Sun,Morning,Medium
ATM_18,Thu,Evening,High
ATM_47,Fri,Morning,Medium
ATM_26,Thu,Morning,Medium
ATM_12,Sun,Afternoon,High
ATM_13,Thu,Evening,High
ATM_1,Sat,Afternoon,High
ATM_9,Tue,Night,Low
ATM_27,Wed,Night,Low
ATM_11,Sat,Morning,Medium
ATM_43,Fri,Evening,High
ATM_15,Wed,Afternoon,Low
ATM_4,Sun,Night,Medium
ATM_22,Sun,Night,Medium
ATM_46,Fri,Evening,High
ATM_1,Tue,Morning,Medium
ATM_5,Thu,Evening,High
ATM_13,Sun,Afternoon,High
ATM_26,Fri,Afternoon,Low
ATM_1,Wed,Afternoon,Low
ATM_27,Sat,Night,Medium
ATM_8,Thu,Evening,High
ATM_15,Wed,Evening,High
ATM_16,Thu,Night,Low
ATM_48,Wed,Afternoon,Low
ATM_22,Tue,Afternoon,Low
ATM_29,Mon,Night,Low
ATM_41,Fri,Evening,High
ATM_33,Mon,Evening,High
ATM_18,Wed,Night,Low
ATM_17,Tue,Night,Low
ATM_47,Sat,Morning,Medium
ATM_49,Wed,Night,Low
ATM_32,Thu,Afternoon,Low
ATM_7,Mon,Evening,High
ATM_49,Wed,Afternoon,Low
ATM_47,Wed,Night,Low
ATM_21,Sat,Evening,High
ATM_13,Mon,Evening,High
ATM_12,Mon,Evening,High
